approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,130,0.010345838963985443,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 578.00 and arr_delay = 165.00 and origin = 'MSY';
",100
US,131,0.010912030935287476,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 511.00 and arr_delay = 72.00 and origin = 'OAK';
",100
US,132,0.010931439697742462,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 202.00 and arr_delay = 81.00 and origin = 'OGG';
",100
US,133,0.010978899896144867,35.74660633484163,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 111.00 and arr_delay = -17.00 and origin = 'OKC';
",100
US,134,0.009512946009635925,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 789.00 and arr_delay = 138.00 and origin = 'ONT';
",100
US,135,0.009554274380207062,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 618.00 and arr_delay = 842.00 and origin = 'ORD';
",100
US,136,0.010906316339969635,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1056.00 and arr_delay = 100.00 and origin = 'PBI';
",100
US,137,0.00926239788532257,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 846.00 and arr_delay = 90.00 and origin = 'PDX';
",100
US,138,0.011280663311481476,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 203.00 and arr_delay = 183.00 and origin = 'PFN';
",100
US,139,0.010786816477775574,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 211.00 and arr_delay = 79.00 and origin = 'PHL';
",100
US,140,0.01073215901851654,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 353.00 and arr_delay = 211.00 and origin = 'PHX';
",100
US,141,0.010914519429206848,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 109.00 and arr_delay = 113.00 and origin = 'PIT';
",100
US,142,0.011261329054832458,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 31.00 and arr_delay = 80.00 and origin = 'PSG';
",100
US,143,0.011579148471355438,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 144.00 and arr_delay = 133.00 and origin = 'PVD';
",100
US,144,0.010558418929576874,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 463.00 and arr_delay = 74.00 and origin = 'RDU';
",100
US,145,0.010931044816970825,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 394.00 and arr_delay = 97.00 and origin = 'RNO';
",100
US,146,0.011630050837993622,1900.0,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 79.00 and arr_delay = 158.00 and origin = 'ROC';
",100
US,147,0.010575510561466217,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1147.00 and arr_delay = 111.00 and origin = 'RSW';
",100
US,148,0.010480955243110657,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 314.00 and arr_delay = 88.00 and origin = 'SAN';
",100
US,149,0.010648436844348907,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 204.00 and arr_delay = 76.00 and origin = 'SCC';
",100
US,150,0.010164111852645874,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 416.00 and arr_delay = 166.00 and origin = 'SDF';
",100
US,151,0.01137685775756836,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 2688.00 and arr_delay = 242.00 and origin = 'SEA';
",100
US,152,0.010997675359249115,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 250.00 and arr_delay = 82.00 and origin = 'SFO';
",100
US,153,0.010215885937213898,108.33333333333333,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 342.00 and arr_delay = 44.00 and origin = 'SJC';
",100
US,154,0.01067943125963211,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 68.00 and arr_delay = 105.00 and origin = 'SJU';
",100
US,155,0.011126503348350525,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 221.00 and arr_delay = 122.00 and origin = 'SLC';
",100
US,156,0.01012236624956131,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 752.00 and arr_delay = 219.00 and origin = 'SMF';
",100
US,157,0.012032642960548401,952.6315789473686,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 228.00 and arr_delay = 128.00 and origin = 'STL';
",100
US,158,0.011209487915039062,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 45.00 and arr_delay = 137.00 and origin = 'STT';
",100
US,159,0.011172883212566376,354.54545454545456,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1036.00 and arr_delay = 99.00 and origin = 'TPA';
",100
US,160,0.010041140019893646,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 801.00 and arr_delay = 172.00 and origin = 'TTN';
",100
US,161,0.01120765507221222,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 82.00 and arr_delay = 141.00 and origin = 'WRG';
",100
